ID,Date,Title,Description,URL,Actors,Writer,Gap
280,05/26/1975,The Witches' Almanac,"An amusing tale of a married witch couple trying to make a potion tat will grant them eternal life. The missing ingredient is a virgin's blood. But problems start when their chosen victim, a young boarder, falls in love with a journalist.",https://www.cbsrmt.com/episode/280-the-witches-almanac.html,"196,16,69,7,222",38,1
281,05/27/1975,The Executioner,An American couple land themselves in far greater danger when they seek shelter in a an ancient manor after a breakdown of their car. The mansion is inhabited by a mysterious lord and is also the residence of Queen Elizabeth's private executioner.,https://www.cbsrmt.com/episode/281-the-executioner.html,"25,6,223,137",28,1
282,05/29/1975,Just One More Day,"On his last day on the beat, an old cop has premonitions of his own death in a shoot-out. On the very last day of duty, an aged police officer has the foreboding of his own death in a shooting match.",https://www.cbsrmt.com/episode/282-just-one-more-day.html,"224,10,20,82,141",13,1
283,05/30/1975,Someday I'll Find You,"Ann Markle's husband is presumed dead in a cave-in. But just as she recovers from the trauma, she finds a recent painting by him in a flea market in Mexico. She decides to undertake a cross-country hike to get back her amnesiac husband.",https://www.cbsrmt.com/episode/283-someday-i-ll-find-you.html,"113,17,9,130,155",77,1
284,06/02/1975,River of Hades,A dancer seeking refuge in New York City from a communist regime is stalked continually by someone.,https://www.cbsrmt.com/episode/284-river-of-hades.html,"6,27,35,225,51",60,1
285,06/04/1975,The Devil's Leap,A famous film star tries to unite a father and son after the strange death of the woman of the family.,https://www.cbsrmt.com/episode/285-the-devil-s-leap.html,"94,16,66,38",38,1
286,06/05/1975,The Plastic Man,A reprobate philanderer gets entangled with a married woman. He is unfortunately ignorant about the fact that her husband is a talented parapsychologist with immense telekinetic destructive powers.,https://www.cbsrmt.com/episode/286-the-plastic-man.html,"102,30,151,212",38,1
287,06/06/1975,The Transformer,"After making a careless remark to an old war buddy, a salesman's immediate supervisor turns up dead. Apparently, his friend is a professional hit man who merely helped get rid of the boss hindering his progress. The police come knocking on his door when they realize he has a motive for murder.",https://www.cbsrmt.com/episode/287-the-transformer.html,"140,26,49,95",13,1
288,06/09/1975,Fallen Angel,"A manic-depressive artist is blessed with an angelic muse that inspires him to greatness. However, he falls into alcoholism in the wake of her absence. When he gets into a fight during one of his episodes, he is confined in a sanatorium and unwittingly discovers that his angel has been replaced by another.",https://www.cbsrmt.com/episode/288-fallen-angel.html,"12,135,90,118,82",43,1
289,06/10/1975,The Queen of Darkness,A washed out actress is hired to masquerade as the queen of a remote country. She wonders if this is a one shot deal.,https://www.cbsrmt.com/episode/289-the-queen-of-darkness.html,"226,10,133,16",13,1
290,06/12/1975,A Case of Negligence,A greedy son sues the hospital and the attending M.D. when his father expires while undergoing a supposedly routine surgery. Trouble and all sorts of problem arise from the lawsuit.,https://www.cbsrmt.com/episode/290-a-case-of-negligence.html,"29,6,91,17,134,83",38,1
291,06/13/1975,Stairway to Oblivion,"In order to visit a distant relative, Julia Stephens travels to his remote mountain top estate named Oblivion. During her stay she attempts to unravel the mysteries surrounding the fate of the manor's previous visitors.",https://www.cbsrmt.com/episode/291-stairway-to-oblivion.html,"205,93,60,98",139,1
292,06/16/1975,The Smile of Deceit,A woman finds herself living with a strange tribe after marrying a rich and eccentric college professor. She is forced to participate in a bizarre ritual to appease the natives when she is accused of an extra-marital indiscretion.,https://www.cbsrmt.com/episode/292-the-smile-of-deceit.html,"136,64,16,155",13,1
293,06/18/1975,Frame-Up,"In order to seize her wealth, a woman falls prey to a set-up masterminded by her two-timing spouse. Refusing to take the rap for a crime she did not commit, she takes struggles to clear her name in court not just for her sake, but for the welfare of her step-daughter.",https://www.cbsrmt.com/episode/293-frame-up.html,"94,35,38,2",28,1
294,06/19/1975,The Climbing Boy,The aggrieved ghost of a young chimney sweep clamors for vengeance against the Lord that abused him. His desire is granted when two noble women aid his cause.,https://www.cbsrmt.com/episode/294-the-climbing-boy.html,"6,10,90,38",43,1
295,06/20/1975,Can You Trust Your Husband?,"In an attempt to disprove the drug trafficking charges against her husband, a wife investigates on her own. She soon becomes tormented with misgivings upon learning that she did not know husband as well as she previously believed.",https://www.cbsrmt.com/episode/295-can-you-trust-your-husband.html,"47,49,35,141,32",13,1
296,06/23/1975,The Mills of the Gods,"An American tourist becomes enamored of a Parisian while traveling through Europe. What she doesn't know is that the Frenchman is a wanted serial killer, and that the whole police task force are determined to capture him before he can strike again.",https://www.cbsrmt.com/episode/296-the-mills-of-the-gods.html,"227,25,58,63",38,1
297,06/24/1975,The Mask of Tupac Amaru,"A mysterious Incan artifa is cursed to bring death and destruction to those who come into contact with it, and the tension between an anthropology grad student and her fiance is just the beginning.",https://www.cbsrmt.com/episode/297-the-mask-of-tupac-amaru.html,"34,68,16,7",61,1
298,06/26/1975,That Hamlet Was a Good Boy,"When the proprietor of a factory is murdered, his grieving son vows vengeance and sets out to entrap his greedy uncle and his faithless mother in this modern take on William Shakespeare's �Hamlet.'",https://www.cbsrmt.com/episode/298-that-hamlet-was-a-good-boy.html,"228,118,2,136,71",194,1
299,06/27/1975,The Rape of the Maia,"A notorious gambler turns up dead and all evidence point towards a famous couturier. In order to get an acquittal, his lawyer must do battle with a wily bookie.",https://www.cbsrmt.com/episode/299-the-rape-of-the-maia.html,"229,27,95,20,155",13,1
300,06/30/1975,The Golden Cauldron,"Three friends, a haunted manor and a ghastly crime is the perfect recipe for a murder mystery in this \""House on Haunted Hill\' meets \'Clue\' thriller set in the heart of an ancient castle overlooking the ruins of Stonehenge.",https://www.cbsrmt.com/episode/300-the-golden-cauldron.html,"58,151,16,65,119",214,1
301,07/02/1975,Come Back with Me,A hard up businessman goes back in time to his favorite hangout to relive his glory days. He encounters old friends at the bar and learn that they share an unusual similarity.,https://www.cbsrmt.com/episode/301-come-back-with-me.html,"140,26,63,38",13,1
302,07/03/1975,Murder Will Out,"In order to exact revenge on the man who murdered his father, a police officer from New York travels to Maine in search of the killer. He is forced to examine his values and beliefs when he finally finds him.",https://www.cbsrmt.com/episode/302-murder-will-out.html,"29,6,17,2,130",38,1
303,07/04/1975,The Slave,"When two friends agree to be the other's slave for a year in the event that they lose the bet they made, to what length's will they go in order to win?",https://www.cbsrmt.com/episode/303-the-slave.html,"49,204,230,231",4,1
304,07/07/1975,Guilty,"After being charged with the physical assault of a colleague, a college professor agrees to take a polygraph test to prove his innocence. When he fails, he begins to question technology and its relevance in the world.",https://www.cbsrmt.com/episode/304-guilty.html,"98,195,82,144",43,1
305,07/08/1975,The Triangle,"Five days after a commercial airline vanished into the Bermuda Triangle, a sole survivor is found. She then recounts her adventure in a lost world within the mysterious void.",https://www.cbsrmt.com/episode/305-the-triangle.html,"94,58,35,16",13,1
306,07/10/1975,The Ghostly Rival,"In order to win the hand of his beloved, a man must first gain her father's approval. After he strikes a deal with an otherworldly creature for immense wealth, things go horribly wrong.",https://www.cbsrmt.com/episode/306-the-ghostly-rival.html,"228,6,16,95",38,1
307,07/11/1975,The Widow's Auxiliary,"When his boss invites him to join the local men's association, a young engineer is extremely flattered. What he doesn't know is that the club plans to use his mechanical skills for their own agenda; and it is up to the young man's wife to save him.",https://www.cbsrmt.com/episode/307-the-widow-s-auxiliary.html,"207,133,90,135,64",194,1
308,07/14/1975,Snake in the Grass,"After discovering a new kind of clover, a female scientist magnanimously allows her colleague to take credit for the find. When he turns up dead, all evidence point to her. When she is accused of his murder, a smitten detective works to prove her innocence.",https://www.cbsrmt.com/episode/308-snake-in-the-grass.html,"232,12,16,229",13,1
309,07/16/1975,"Goodbye, Karl Erich","After taking in a shell-shocked casualty of war, a German doctor teaches the young orphan to speak again and face the horrors he experienced during World War I head on. The boy soon becomes confident and grows up to be a Nazi terrorist.",https://www.cbsrmt.com/episode/309-goodbye-karl-erich.html,"155,35,104,58,32",13,1
310,07/17/1975,Nightmare's Nest,"In order to pursue his interests in peace, a reclusive scientist purchases a remote country manor. Little does he know that a malevolent spirit prowls the estate's grounds.",https://www.cbsrmt.com/episode/310-nightmare-s-nest.html,"150,60,38,133,130",38,1
311,07/18/1975,The Spots of the Leopard,"After exposing a ring of organized crime within the company he was employed with, a dock worker and his wife are placed under the witness protection program to safeguard their lives. Unable to adapt to her new circumstances, his wife vainly tries to return to the life she left behind.",https://www.cbsrmt.com/episode/311-the-spots-of-the-leopard.html,"17,2,205,151",13,1
